         24794591 function calls (24687411 primitive calls) in 23.305 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       43    0.002    0.000    0.002    0.000 {built-in method builtins.print}
      134    0.002    0.000    0.228    0.002 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\construction.py:517(sanitize_array)
        2    0.002    0.001    0.012    0.006 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_io.py:358(__init__)
       23    0.001    0.000    0.001    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       26    0.001    0.000    0.012    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:2184(_sequence_to_dt64)
      101    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
    49/12    0.001    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:516(_parse)
       20    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:2399(_is_dates_only)
        6    0.001    0.000    0.001    0.000 {built-in method io.open_code}
     1105    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:231(__call__)
      371    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:400(format_interval)
      439    0.001    0.000    0.002    0.000 {method 'format' of 'str' objects}
      186    0.001    0.000    0.025    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:1150(__str__)
      372    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:273(_is_ascii)
       21    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\concat.py:52(concat_compat)
        1    0.001    0.001    0.008    0.008 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_io.py:18(__init__)
      186    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:1446(format_dict)
      186    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:186(__format__)
       24    0.001    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
      185    0.001    0.000    0.049    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:1325(refresh)
       59    0.001    0.000    0.003    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:475(__new__)
      189    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:106(release)
      186    0.000    0.000    0.047    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:1464(display)
      186    0.000    0.000    0.021    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:457(print_status)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      186    0.000    0.000    0.010    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:451(fp_write)
       35    0.000    0.000    0.166    0.005 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\cast.py:124(maybe_convert_platform)
      562    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       20    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:4361(_slice)
   246/27    0.000    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      558    0.000    0.000    0.026    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:378(disp_len)
      558    0.000    0.000    0.025    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:374(_text_width)
       41    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      241    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\indexes.py:1439(__init__)
    33/26    0.000    0.000    0.042    0.002 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\series.py:389(__init__)
       84    0.000    0.000    0.451    0.005 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:775(get_values_for_csv)
      189    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
      792    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       13    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:2246(_stack_arrays)
        1    0.000    0.000    0.001    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\graph\dual.py:72(_create_link_at_face)
       40    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       28    0.000    0.000    0.005    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1347(insert)
        4    0.000    0.000    0.000    0.000 {built-in method nt.remove}
        2    0.000    0.000    0.003    0.002 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\tools\datetimes.py:126(_guess_datetime_format_for_array)
       81    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
       25    0.000    0.000    0.451    0.018 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:317(apply)
      107    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:278(__init__)
      189    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:102(acquire)
       30    0.000    0.000    0.227    0.008 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:5242(_sanitize_column)
      374    0.000    0.000    0.009    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:194(inner)
       50    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
       28    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\function_base.py:5369(insert)
      110    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:2716(new_block)
       95    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:649(_simple_new)
     70/7    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_compiler.py:37(_compile)
       84    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:274(make_block)
      188    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      186    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\std.py:153(__init__)
       40    0.000    0.000    0.000    0.000 <frozen ntpath>:208(split)
    30/28    0.000    0.000    0.003    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:6956(insert)
       44    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:307(collect_variables_and_indexes)
       26    0.000    0.000    0.013    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:329(_from_sequence_not_strict)
        4    0.000    0.000    0.003    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\npyio.py:1390(savetxt)
        5    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:397(_generate_range)
      398    0.000    0.000    0.003    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\__init__.py:272(_compile)
      141    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
      248    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
        5    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:355(_concatenate_chunks)
      196    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
       30    0.000    0.000    0.235    0.008 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:4271(__setitem__)
      243    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:180(blknos)
      127    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\variable.py:2989(calculate_dimensions)
      185    0.000    0.000    0.000    0.000 {built-in method now}
        5    0.000    0.000    0.037    0.007 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\readers.py:583(_read)
       50    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:180(_normalize_indexes)
       71    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\urllib\parse.py:374(urlparse)
     4078    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       52    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:6236(__finalize__)
        5    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:194(close)
       22    0.000    0.000    0.007    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:627(merge_core)
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\range.py:421(_get_indexer)
      792    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
       29    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      902    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:240(__next)
       15    0.000    0.000    0.006    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\io\common.py:664(get_handle)
      186    0.000    0.000    0.012    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\tqdm\utils.py:386(disp_trim)
      158    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\variable.py:259(as_compatible_data)
      428    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       15    0.000    0.000    0.006    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:694(__init__)
       75    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\numeric.py:1330(normalize_axis_tuple)
       44    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:196(merge_collected)
       31    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:842(_engine)
       31    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:2313(is_unique)
        3    0.000    0.000    0.006    0.002 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_io.py:712(extract_id_from_coords)
      189    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      199    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\managers.py:1026(iget_values)
        8    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       30    0.000    0.000    0.007    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\frame.py:4481(_set_item_mgr)
       20    0.000    0.000    0.011    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\env.py:271(__enter__)
       22    0.000    0.000    0.004    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\alignment.py:886(deep_align)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       52    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\lib\function_base.py:5563(append)
       30    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\urllib\parse.py:452(urlsplit)
      102    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:7593(ensure_index)
        6    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\utils\jaggedarray.py:75(<listcomp>)
      164    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:2674(get_block_type)
       22    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\landlab\grid\raster_funcs.py:170(_find_nearest_node_ndarray)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:2353(copy)
      355    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\copy.py:66(copy)
       50    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\_dtype.py:346(_name_get)
      137    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\variable.py:370(__init__)
      137    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\namedarray\core.py:505(_parse_dimensions)
      133    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
      194    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      780    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_parser.py:261(get)
      352    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\fromnumeric.py:865(sort)
       31    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimes.py:304(_simple_new)
       22    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1607(find_spec)
       56    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\re\_compiler.py:243(_optimize_charset)
       81    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\_config\config.py:127(_get_single_key)
       74    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\merge.py:565(merge_attrs)
        4    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\arrays\datetimelike.py:977(_cmp_method)
      116    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\generic.py:6301(__setattr__)
      211    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\construction.py:416(extract_array)
       70    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
      489    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF9B23FC900}
       28    0.000    0.000    0.002    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\pandas\core\indexes\base.py:674(_with_infer)
       20    0.000    0.000    0.017    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\env.py:430(wrapper)
      134    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataset.py:1985(xindexes)
   104/12    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\copy.py:128(deepcopy)
       73    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\xarray\core\dataset.py:1082(_construct_direct)
       60    0.000    0.000    0.001    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\rasterio\_path.py:127(_parse_path)
      560    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.001    0.001 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\cuwalid\dryp\components\DRYP_io.py:582(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\site-packages\numpy\core\numeric.py:1393(moveaxis)
      454    0.000    0.000    0.000    0.000 C:\Users\leoco\anaconda3\envs\stopet_test\Lib\logging\__init__.py:1467(debug)
